0, 148
1, 148
2, 148
3, 146
4, 144
5, 144
6, 143
7, 145
8, 143
9, 142
10, 144
11, 142
12, 143
13, 143
14, 142
15, 143
16, 143
17, 144
18, 143
19, 144
20, 143
21, 143
22, 142
23, 140
24, 142
25, 142
26, 140
27, 140
28, 139
29, 139
30, 139
31, 139
32, 141
33, 140
34, 140
35, 139
36, 139
37, 137
38, 137
39, 137
40, 135
41, 134
42, 135
43, 135
44, 136
45, 134
46, 132
47, 131
48, 131
49, 130
50, 132
51, 134
52, 136
53, 138
54, 140
55, 140
56, 141
57, 140
58, 139
59, 139
60, 138
61, 136
62, 136
63, 137
64, 138
65, 140
66, 141
67, 141
68, 142
69, 142
70, 141
71, 143
72, 145
73, 146
74, 144
75, 146
76, 145
77, 147
78, 145
79, 144
80, 144
81, 144
82, 143
83, 145
84, 144
85, 145
86, 143
87, 143
88, 144
89, 145
90, 143
91, 144
92, 145
93, 146
94, 145
95, 146
96, 148
97, 149
98, 151
99, 152
