40.7, -70.8
41.0, -69.7
41.3, -68.6
41.5, -67.4
41.8, -66.3
42.0, -65.1
42.2, -63.9
42.4, -62.7
42.6, -61.5
42.8, -60.3
43.0, -59.1
43.1, -57.9
43.3, -56.7
43.4, -55.5
43.5, -54.3
43.6, -53.0
43.7, -51.8
43.8, -50.5
43.9, -49.3
43.9, -48.1
44.0, -46.8
44.0, -45.6
44.0, -44.3
44.0, -43.1
44.0, -41.8
43.9, -40.6
43.9, -39.3
43.8, -38.1
43.8, -36.8
43.7, -35.6
43.6, -34.4
43.5, -33.1
43.4, -31.9
43.2, -30.7
43.1, -29.5
42.9, -28.3
42.7, -27.1
42.5, -25.9
42.3, -24.7
42.1, -23.5
41.9, -22.3
41.7, -21.2
41.4, -20.0
41.2, -18.8
40.9, -17.7
40.6, -16.6
40.3, -15.5
40.0, -14.4
39.7, -13.3
39.4, -12.2
39.0, -11.1
38.7, -10.1
